1739328445.3038223,10,15,10,4,12
1739328446.3069468,10,13,9,4,13
1739328447.311746,10,13,8,4,13
1739328448.3143756,10,12,7,4,13
1739328449.3145373,10,11,5,4,14
1739328450.315129,10,10,4,4,15
1739328451.3136065,10,10,3,4,15
1739328452.3126087,10,10,3,4,15
1739328453.3164163,10,9,3,4,15
1739328454.3212345,10,8,3,4,16
1739328455.3220868,9,8,3,4,16
1739328456.3226643,9,7,3,4,17
1739328457.3212512,8,6,3,4,18
1739328458.3220441,5,6,3,4,18
1739328459.322098,3,5,3,4,18
1739328460.3219492,3,5,1,4,18
1739328461.3199027,2,4,1,4,18
1739328462.3178532,2,4,0,4,18
1739328463.317148,1,4,0,5,18
1739328464.3169627,1,3,0,5,19
1739328465.3157423,10,3,0,5,20
1739328466.3170912,10,3,0,5,20
1739328467.3194125,10,3,0,5,20
1739328468.3212445,10,3,0,5,22
1739328469.318591,10,3,0,5,22
1739328470.317979,9,3,0,5,22
1739328471.321536,9,3,1,1,22
1739328472.3195422,9,3,1,1,22
1739328473.3195465,8,3,1,1,24
1739328474.322638,8,0,1,1,24
1739328475.324816,7,1,1,1,24
1739328476.3211546,7,1,1,1,25
1739328477.3188229,7,1,1,1,25
1739328478.3194635,8,1,1,2,25
1739328479.325978,7,1,1,2,25
1739328480.3317528,7,2,0,2,26
1739328481.3285122,6,2,0,2,26
1739328482.3266919,6,2,0,2,26
1739328483.3272977,6,2,0,2,27
1739328484.3316898,6,3,0,2,27
1739328485.336992,6,3,0,2,28
1739328486.3444834,7,3,0,2,28
1739328487.345823,7,3,0,2,29
1739328488.3449142,6,3,0,3,29
1739328489.3437605,6,3,0,3,30
1739328490.3455808,5,2,0,2,30
1739328491.3524957,4,2,0,2,31
1739328492.3537562,2,2,0,3,31
1739328493.351539,2,2,2,3,32
1739328494.3531518,2,2,2,3,35
1739328495.3502705,2,1,2,3,35
1739328496.353567,2,1,2,3,35
1739328497.3556564,1,1,0,3,35
1739328498.3561425,1,1,1,3,35
1739328499.351887,10,1,1,3,35
1739328500.3537152,10,1,1,3,35
1739328501.3558145,10,1,1,3,35
1739328502.3569448,10,1,2,3,35
1739328503.3543675,10,1,2,3,35
1739328504.3522627,10,1,3,1,35
1739328505.3525589,9,1,3,1,35
1739328506.357494,8,1,3,1,35
1739328507.3550665,8,1,3,1,35
1739328508.3535402,8,1,3,1,35
1739328509.3517573,8,1,3,1,35
1739328510.3510633,7,0,3,2,35
1739328511.3513463,7,0,3,1,35
1739328512.347887,7,0,3,2,35
1739328513.3500621,7,0,2,2,35
1739328514.3495936,7,0,2,2,35
1739328515.348619,6,0,2,2,35
1739328516.346983,5,0,2,2,35
1739328517.348285,2,0,3,2,35
1739328518.3482988,2,0,2,2,35
1739328519.348448,2,1,1,2,35
1739328520.3485835,2,1,1,2,35
1739328521.3454757,2,1,1,2,35
1739328522.343885,1,1,2,2,35
1739328523.3450372,1,1,2,2,35
1739328524.3465886,1,1,2,2,35
1739328525.3479862,1,1,2,2,35
1739328526.3502653,1,1,2,2,35
1739328527.3573554,1,1,2,3,35
1739328528.3618503,1,1,1,3,35
1739328529.3648314,10,1,1,3,35
1739328530.3657362,10,0,1,3,35
1739328531.366581,10,0,1,3,35
1739328532.3638866,9,0,0,3,35
1739328533.3626842,9,0,0,3,35
1739328534.361515,9,0,0,3,35
1739328535.3619564,9,0,0,3,35
1739328536.3632605,9,0,0,3,35
1739328537.3599145,9,0,0,2,35
1739328538.3602402,9,0,0,2,35
1739328539.3596303,8,0,0,2,35
1739328540.3634071,7,0,0,2,35
1739328541.3645582,7,0,0,2,35
1739328542.3603868,4,0,0,2,35
1739328543.3640058,2,0,0,2,35
1739328544.3657055,2,1,0,2,35
1739328545.363225,2,1,0,2,35
1739328546.3612995,2,1,0,2,35
1739328547.3634222,1,2,0,2,35
1739328548.3633084,1,2,0,2,35
1739328549.3616645,1,2,0,2,35
1739328550.361185,1,2,0,2,35
1739328551.365578,10,2,0,2,35
1739328552.366362,10,2,0,2,35
1739328553.367712,10,2,0,2,35
1739328554.3650868,10,2,0,1,35
1739328555.3592517,9,2,1,1,35
1739328556.3582938,9,2,1,1,35
1739328557.3621936,9,2,1,1,35
1739328558.3637824,9,2,2,1,35
1739328559.3611734,9,2,3,1,35
1739328560.36572,10,3,3,1,35
1739328561.3722565,10,3,3,1,35
1739328562.3780687,9,3,3,1,35
1739328563.3817558,9,3,3,1,35
1739328564.3832514,7,4,2,1,35
1739328565.3859088,7,4,2,1,35
1739328566.3933578,6,4,2,1,35
1739328567.3975227,6,4,3,1,35
1739328568.3964782,6,4,3,1,35
1739328569.3945682,6,4,3,1,35
1739328570.3948302,6,4,3,0,35
1739328571.3975396,6,4,3,0,35
1739328572.4013352,6,4,3,0,35
1739328573.3998873,6,4,3,0,35
1739328574.4001136,6,3,3,0,35
1739328575.3996844,5,3,3,0,35
1739328576.4012513,5,3,3,0,35
1739328577.4017775,3,3,3,0,35
1739328578.4006255,3,3,3,1,35
1739328579.3984356,3,2,3,1,35
1739328580.4021754,2,3,3,2,35
1739328581.4048502,2,2,3,2,35
1739328582.4043,2,1,3,2,35
1739328583.4046803,2,1,3,2,35
1739328584.4029171,2,1,3,2,35
1739328585.3995254,2,1,2,3,35
1739328586.4067383,2,0,2,3,35
1739328587.4080298,1,0,2,3,35
1739328588.414117,10,0,3,3,35
1739328589.4156895,10,0,1,3,35
1739328590.4212432,10,0,1,3,35
1739328591.424362,9,0,1,3,35
1739328592.4248483,9,0,1,3,35
1739328593.4289389,9,0,1,3,35
1739328594.4324255,8,0,1,3,35
1739328595.4364426,8,0,1,3,35
1739328596.4412541,8,0,1,3,35
1739328597.441777,8,0,1,3,35
1739328598.4490554,8,0,1,3,35
1739328599.450135,8,0,1,3,35
1739328600.4512916,8,0,1,3,35
1739328601.4572754,1,0,1,3,35
1739328602.4620929,1,0,1,3,35
1739328603.4627633,1,0,0,3,35
1739328604.4626508,1,0,0,2,35
1739328605.4611604,1,0,0,2,35
1739328606.4626524,1,0,0,2,35
1739328607.4660919,1,0,0,1,35
1739328608.4664133,1,0,0,1,35
1739328609.467814,1,0,0,1,35
1739328610.4722314,1,0,0,1,35
1739328611.4716392,1,0,0,2,35
1739328612.4752834,10,0,0,1,35
1739328613.4746087,10,0,0,1,35
1739328614.4733233,10,0,0,1,35
1739328615.4734333,10,0,1,1,35
1739328616.4765217,10,0,1,2,35
1739328617.473214,10,1,1,2,35
1739328618.4712434,10,1,1,2,35
1739328619.4741437,10,1,1,3,35
1739328620.4716713,8,1,1,3,35
1739328621.4684863,7,1,1,3,35
1739328622.4667397,7,1,1,3,35
1739328623.4638133,7,0,1,3,35
1739328624.4683266,7,0,1,3,35
1739328625.4649227,6,1,1,3,35
1739328626.4683852,5,1,1,3,35
1739328627.4725375,5,1,1,3,35
1739328628.4736984,5,1,1,3,35
1739328629.4782186,5,0,2,3,35
1739328630.4797714,4,0,1,3,35
1739328631.4845884,3,1,1,2,35
1739328632.484812,3,1,1,2,35
1739328633.4818735,2,1,1,2,35
1739328634.480952,1,1,1,2,35
1739328635.4820757,1,1,0,2,35
1739328636.4845545,10,1,0,2,35
1739328637.4890711,10,1,0,3,35
1739328638.4889224,10,1,0,2,35
1739328639.4917476,10,1,0,2,35
1739328640.4925358,10,1,0,2,35
1739328641.4974885,9,1,0,3,35
1739328642.4979699,8,1,0,3,35
1739328643.5028265,9,1,0,3,35
1739328644.5028684,8,1,1,2,35
1739328645.5076687,7,1,1,2,35
1739328646.5019834,7,1,1,2,35
1739328647.5038226,7,1,1,2,35
